Unnamed: 0,Titre,Entrées,best_match,movie_boxoffice,movie_budget,movie_cast,movie_categories,movie_countries,movie_director,movie_id,movie_imdb_metascore,movie_imdb_nb_of_ratings,movie_imdb_popularity,movie_imdb_rating,movie_length,movie_original_title,movie_poster,movie_production_companies,movie_synopsis,movie_title,movie_url,movie_us_boxoffice,release_date,year
2979,6 L'Exorcisme D'Emily Rose Gaumont Columbia Tristar Films Bande-Annonce,168 625,,,,,,,,,,,,,,,,,,,,,,
2980,1 Harry Potter Et La Coupe De Feu Warner Bros. France Bande-Annonce,3 088 796,,,,,,,,,,,,,,,,,,,,,,
2981,6 Le Temps Qui Reste Mars Distribution Bande-Annonce,105 888,,,,,,,,,,,,,,,,,,,,,,
2982,1 Palais Royal! Gaumont Columbia Tristar Films Bande-Annonce,953 105,,,,,,,,,,,,,,,,,,,,,,
2983,2 Et Si C'Était Vrai... United International Pictures (Uip) Bande-Annonce,294 433,,,,,,,,,,,,,,,,,,,,,,
2984,4 Trois Enterrements Europacorp Distribution Bande-Annonce,201 751,,,,,,,,,,,,,,,,,,,,,,
2985,7 Domino Metropolitan Filmexport Bande-Annonce,119 522,,,,,,,,,,,,,,,,,,,,,,
2986,3 Le Petit Lieutenant Mars Distribution Bande-Annonce,241 732,,,,,,,,,,,,,,,,,,,,,,
2987,7 In Her Shoes 20Th Century Studios Bande-Annonce,142 353,,,,,,,,,,,,,,,,,,,,,,
2988,10 Doom United International Pictures (Uip) Bande-Annonce,114 289,,,,,,,,,,,,,,,,,,,,,,
2989,1 Les Chevaliers Du Ciel Pathé Bande-Annonce,622 019,,,,,,,,,,,,,,,,,,,,,,
2990,2 Joyeux Noël Ugc Bande-Annonce,606 009,,,,,,,,,,,,,,,,,,,,,,
2991,3 Flight Plan Buena Vista International Bande-Annonce,379 588,,,,,,,,,,,,,,,,,,,,,,
2992,"6 40 Ans, Toujours Puceau United International Pictures (Uip) Bande-Annonce",205 065,,,,,,,,,,,,,,,,,,,,,,
2993,3 A History Of Violence Metropolitan Filmexport Bande-Annonce,277 394,,,,,,,,,,,,,,,,,,,,,,
2994,4 La Boîte Noire Europacorp Distribution Bande-Annonce,235 194,,,,,,,,,,,,,,,,,,,,,,
2995,10 Rencontres À Elizabethtown United International Pictures (Uip) Bande-Annonce,111 382,,,,,,,,,,,,,,,,,,,,,,
2996,1 La Légende De Zorro Gaumont Columbia Tristar Films Bande-Annonce,1 122 957,,,,,,,,,,,,,,,,,,,,,,
2997,3 Match Point Tfm Distribution Bande-Annonce,523 285,,,,,,,,,,,,,,,,,,,,,,
2998,6 Combien Tu M'Aimes ? Pan Européenne Edition Bande-Annonce,294 836,,,,,,,,,,,,,,,,,,,,,,
2999,10 Red Eye / Sous Haute Pression United International Pictures (Uip) Bande-Annonce,144 389,,,,,,,,,,,,,,,,,,,,,,
3000,2 Les Noces Funèbres Warner Bros. France Bande-Annonce,506 716,,,,,,,,,,,,,,,,,,,,,,
3001,3 Oliver Twist Pathé Bande-Annonce,482 752,,,,,,,,,,,,,,,,,,,,,,
3002,4 Les Parrains Arp Sélection Bande-Annonce,302 225,,,,,,,,,,,,,,,,,,,,,,
3003,5 Il Était Une Fois Dans L'Oued Gaumont Columbia Tristar Films Bande-Annonce,277 643,,,,,,,,,,,,,,,,,,,,,,
3004,8 L'Enfant Diaphana Films Bande-Annonce,137 403,,,,,,,,,,,,,,,,,,,,,,
3005,1 Wallace Et Gromit : Le Mystère Du Lapin-Garou United International Pictures (Uip) Bande-Annonce,452 343,,,,,,,,,,,,,,,,,,,,,,
3006,3 Saint-Jacques... La Mecque Ugc Le Teaser,238 859,,,,,,,,,,,,,,,,,,,,,,
3007,4 Goal ! : Naissance D'Un Prodige Buena Vista International Bande-Annonce,165 007,,,,,,,,,,,,,,,,,,,,,,
3008,5 The Descent La Fabrique De Films Bande-Annonce,134 383,,,,,,,,,,,,,,,,,,,,,,
3009,1 Les Frères Grimm Metropolitan Filmexport Bande-Annonce,506 944,,,,,,,,,,,,,,,,,,,,,,
3010,3 Caché Les Films Du Losange Bande-Annonce,170 754,,,,,,,,,,,,,,,,,,,,,,
3011,4 Quatre Frères United International Pictures (Uip) Bande-Annonce,118 305,,,,,,,,,,,,,,,,,,,,,,
3012,1 Il Ne Faut Jurer De Rien ! Snd Bande-Annonce,425 020,,,,,,,,,,,,,,,,,,,,,,
3013,3 Les Âmes Grises Warner Bros. France Bande-Annonce,217 115,,,,,,,,,,,,,,,,,,,,,,
3014,5 Revolver Europacorp Distribution Bande-Annonce,117 915,,,,,,,,,,,,,,,,,,,,,,
3015,6 Night Watch Twentieth Century Fox France Bande-Annonce,106 743,,,,,,,,,,,,,,,,,,,,,,
3016,7 Gabrielle Mars Distribution Bande-Annonce,103 731,,,,,,,,,,,,,,,,,,,,,,
3017,1 Ma Sorcière Bien-Aimée Gaumont Columbia Tristar Films Bande-Annonce,346 788,,,,,,,,,,,,,,,,,,,,,,
3018,2 Entre Ses Mains Pathé Bande-Annonce,191 616,,,,,,,,,,,,,,,,,,,,,,
3019,5 L'Anniversaire Mars Distribution Bande-Annonce,114 697,,,,,,,,,,,,,,,,,,,,,,
3020,10 Rize Bande-Annonce,71 210,,,,,,,,,,,,,,,,,,,,,,
3021,2 Le Parfum De La Dame En Noir Ugc Bande-Annonce,186 568,,,,,,,,,,,,,,,,,,,,,,
3022,3 Collision Metropolitan Filmexport Bande-Annonce,180 564,,,,,,,,,,,,,,,,,,,,,,
3023,4 De L'Ombre À La Lumière Buena Vista International Bande-Annonce,167 074,,,,,,,,,,,,,,,,,,,,,,
3024,"5 Kiss Kiss, Bang Bang Warner Bros. France Bande-Annonce",154 354,,,,,,,,,,,,,,,,,,,,,,
3025,9 Le Dernier Signe Carrère Group Bande-Annonce,98 674,,,,,,,,,,,,,,,,,,,,,,
3026,1 Broken Flowers Bac Films Bande-Annonce,366 013,,,,,,,,,,,,,,,,,,,,,,
3027,2 Ma Vie En L'Air Tfm Distribution Bande-Annonce,162 630,,,,,,,,,,,,,,,,,,,,,,
3028,3 Dark Water Buena Vista International Bande-Annonce,147 141,,,,,,,,,,,,,,,,,,,,,,
3029,3 Peindre Ou Faire L'Amour Pyramide Distribution Bande-Annonce,258 190,,,,,,,,,,,,,,,,,,,,,,
3030,5 Furtif Gaumont Columbia Tristar Films Bande-Annonce,185 384,,,,,,,,,,,,,,,,,,,,,,
3031,6 The Jacket Arp Sélection Bande-Annonce,179 700,,,,,,,,,,,,,,,,,,,,,,
3032,"10 Shérif Fais-Moi Peur, Le Film Warner Bros. France Bande-Annonce",94 431,,,,,,,,,,,,,,,,,,,,,,
3033,1 The Island Warner Bros. France Bande-Annonce,630 433,,,,,,,,,,,,,,,,,,,,,,
3034,5 H2G2 : Le Guide Du Voyageur Galactique Buena Vista International Bande-Annonce,240 257,,,,,,,,,,,,,,,,,,,,,,
3035,8 La Cloche A Sonné Tfm Distribution Le Teaser,132 199,,,,,,,,,,,,,,,,,,,,,,
3036,6 Land Of The Dead (Le Territoire Des Morts) Pan Européenne Edition Bande-Annonce,172 946,,,,,,,,,,,,,,,,,,,,,,
3037,7 Serial Noceurs Metropolitan Filmexport Bande-Annonce,160 761,,,,,,,,,,,,,,,,,,,,,,
3038,2 Le Transporteur Ii Europacorp Distribution Bande-Annonce,440 512,,,,,,,,,,,,,,,,,,,,,,
3039,3 La Coccinelle Revient Buena Vista International Bande-Annonce,379 298,,,,,,,,,,,,,,,,,,,,,,
3040,7 La Porte Des Secrets United International Pictures (Uip) Bande-Annonce,169 890,,,,,,,,,,,,,,,,,,,,,,
3041,10 Black/White Twentieth Century Fox France Bande-Annonce,82 663,,,,,,,,,,,,,,,,,,,,,,
3042,1 Mr. Et Mrs. Smith Snd Bande-Annonce,1 132 991,,,,,,,,,,,,,,,,,,,,,,
3043,7 Zig-Zag Ctv International Bande-Annonce,73 050,,,,,,,,,,,,,,,,,,,,,,
3044,8 Shaun Of The Dead Rogue Pictures Bande-Annonce,70 800,,,,,,,,,,,,,,,,,,,,,,
3045,1 Les 4 Fantastiques Twentieth Century Fox France Bande-Annonce,952 331,,,,,,,,,,,,,,,,,,,,,,
3046,6 L'Avion Pathé Bande-Annonce,73 667,,,,,,,,,,,,,,,,,,,,,,
3047,1 Charlie Et La Chocolaterie Warner Bros. France Bande-Annonce,766 547,,,,,,,,,,,,,,,,,,,,,,
3048,5 New Police Story Metropolitan Filmexport Bande-Annonce,82 424,,,,,,,,,,,,,,,,,,,,,,
3049,10 Un Vrai Bonheur Ugc Le Teaser,37 434,,,,,,,,,,,,,,,,,,,,,,
3050,1 La Guerre Des Mondes United International Pictures (Uip) Bande-Annonce,1 700 096,,,,,,,,,,,,,,,,,,,,,,
3051,5 Au Suivant ! Europacorp Distribution Bande-Annonce,107 723,,,,,,,,,,,,,,,,,,,,,,
3052,7 La Moustache Pathé Bande-Annonce,99 266,,,,,,,,,,,,,,,,,,,,,,
3053,5 Camping À La Ferme Pan Européenne Edition Bande-Annonce,123 090,,,,,,,,,,,,,,,,,,,,,,
3054,6 L'Amour Aux Trousses Gaumont Columbia Tristar Films Bande-Annonce,121 479,,,,,,,,,,,,,,,,,,,,,,
3055,1 Madagascar United International Pictures (Uip) Bande-Annonce,874 013,,,,,,,,,,,,,,,,,,,,,,
3056,4 Sa Mère Ou Moi ! Metropolitan Filmexport Bande-Annonce,283 086,,,,,,,,,,,,,,,,,,,,,,
3057,7 Amityville Twentieth Century Fox France Bande-Annonce,242 068,,,,,,,,,,,,,,,,,,,,,,
3058,1 Les Poupées Russes Mars Distribution Bande-Annonce,662 329,,,,,,,,,,,,,,,,,,,,,,
3059,2 Batman Begins Warner Bros. France Bande-Annonce,452 777,,,,,,,,,,,,,,,,,,,,,,
3060,2 L'Interprète Mars Distribution Bande-Annonce,322 469,,,,,,,,,,,,,,,,,,,,,,
3061,3 Baby-Sittor Buena Vista International Bande-Annonce,272 617,,,,,,,,,,,,,,,,,,,,,,
3062,5 Crazy Kung-Fu Gaumont Columbia Tristar Films Bande-Annonce,155 625,,,,,,,,,,,,,,,,,,,,,,
3063,2 Sin City Pan Européenne Edition Bande-Annonce,430 479,,,,,,,,,,,,,,,,,,,,,,
3064,3 Travaux Pyramide Distribution Bande-Annonce,184 154,,,,,,,,,,,,,,,,,,,,,,
3065,4 Sahara Snd Bande-Annonce,176 199,,,,,,,,,,,,,,,,,,,,,,
3066,5 Papa Gaumont Columbia Tristar Films Bande-Annonce,120 645,,,,,,,,,,,,,,,,,,,,,,
3067,2 La Maison De Cire Warner Bros. France Bande-Annonce,140 644,,,,,,,,,,,,,,,,,,,,,,
3068,8 Cavalcade Mars Distribution Bande-Annonce,46 483,,,,,,,,,,,,,,,,,,,,,,
3069,10 Imposture Europacorp Distribution Bande-Annonce,43 644,,,,,,,,,,,,,,,,,,,,,,
3070,1 Star Wars : Episode Iii - La Revanche Des Sith 20Th Century Studios Bande-Annonce,3 303 005,,,,,,,,,,,,,,,,,,,,,,
3071,3 Lemming Diaphana Films Bande-Annonce,213 232,,,,,,,,,,,,,,,,,,,,,,
3072,9 Last Days Mk2 Diffusion Bande-Annonce,91 689,,,,,,,,,,,,,,,,,,,,,,
3073,10 En Bonne Compagnie Pathé Bande-Annonce,70 398,,,,,,,,,,,,,,,,,,,,,,
3074,1 Kingdom Of Heaven Pathé Bande-Annonce,586 771,,,,,,,,,,,,,,,,,,,,,,
3075,3 Shall We Dance ? La Nouvelle Vie De Monsieur Clark Snd Bande-Annonce,251 070,,,,,,,,,,,,,,,,,,,,,,
3076,10 Creep Bac Films,88 334,,,,,,,,,,,,,,,,,,,,,,
3077,2 Anthony Zimmer Mars Distribution Bande-Annonce,280 435,,,,,,,,,,,,,,,,,,,,,,
3078,3 Otage Metropolitan Filmexport Bande-Annonce,251 849,,,,,,,,,,,,,,,,,,,,,,
3079,4 Xxx 2 : The Next Level Gaumont Columbia Tristar Films Bande-Annonce,207 910,,,,,,,,,,,,,,,,,,,,,,
3080,10 Un Fil À La Patte Les Films Du Losange Bande-Annonce,77 394,,,,,,,,,,,,,,,,,,,,,,
3081,2 L'Empire Des Loups Gaumont Columbia Tristar Films Bande-Annonce,429 165,,,,,,,,,,,,,,,,,,,,,,
3082,9 Garden State Buena Vista International Bande-Annonce,134 036,,,,,,,,,,,,,,,,,,,,,,
3083,3 Mon Petit Doigt M'A Dit Ugc Bande-Annonce,375 878,,,,,,,,,,,,,,,,,,,,,,
3084,6 Man To Man Arp Sélection Bande-Annonce,223 079,,,,,,,,,,,,,,,,,,,,,,
3085,7 Winnie L'Ourson Et L'Efélant Buena Vista International Bande-Annonce,183 302,,,,,,,,,,,,,,,,,,,,,,
3086,1 Brice De Nice Tfm Distribution Bande-Annonce,1 346 829,,,,,,,,,,,,,,,,,,,,,,
3087,3 Robots Twentieth Century Fox France Bande-Annonce,294 261,,,,,,,,,,,,,,,,,,,,,,
3088,10 Les Enfants Pathé Bande-Annonce,95 639,,,,,,,,,,,,,,,,,,,,,,
3089,2 Le Cercle - The Ring 2 United International Pictures (Uip) Bande-Annonce,310 690,,,,,,,,,,,,,,,,,,,,,,
3090,3 L'Antidote Warner Bros. France Bande-Annonce,302 414,,,,,,,,,,,,,,,,,,,,,,
3091,"4 Vaillant, Pigeon De Combat ! Snd Bande-Annonce",282 510,,,,,,,,,,,,,,,,,,,,,,
3092,"9 Va, Vis Et Deviens Les Films Du Losange Bande-Annonce",67 555,,,,,,,,,,,,,,,,,,,,,,
3093,1 Million Dollar Baby Mars Distribution Bande-Annonce,774 989,,,,,,,,,,,,,,,,,,,,,,
3094,4 Le Fils Du Mask Pathé Bande-Annonce,196 506,,,,,,,,,,,,,,,,,,,,,,
3095,7 Be Cool Twentieth Century Fox France Bande-Annonce,170 359,,,,,,,,,,,,,,,,,,,,,,
3096,10 Les Mots Bleus Arp Sélection Bande-Annonce,57 534,,,,,,,,,,,,,,,,,,,,,,
3097,1 Hitch - Expert En Séduction Gaumont Columbia Tristar Films Bande-Annonce,861 055,,,,,,,,,,,,,,,,,,,,,,
3098,2 Tout Pour Plaire Diaphana Films Bande-Annonce,489 073,,,,,,,,,,,,,,,,,,,,,,
3099,4 De Battre Mon Coeur S'Est Arrêté Ugc Bande-Annonce,288 919,,,,,,,,,,,,,,,,,,,,,,
3100,5 Saw Metropolitan Filmexport Bande-Annonce,215 717,,,,,,,,,,,,,,,,,,,,,,
3101,10 Capitaine Sky Et Le Monde De Demain United International Pictures (Uip) Bande-Annonce,70 097,,,,,,,,,,,,,,,,,,,,,,
3102,1 Boudu Pathé Bande-Annonce,501 196,,,,,,,,,,,,,,,,,,,,,,
3103,3 Elektra Twentieth Century Fox France Bande-Annonce,241 007,,,,,,,,,,,,,,,,,,,,,,
3104,6 La Vie Aquatique Buena Vista International Bande-Annonce,120 257,,,,,,,,,,,,,,,,,,,,,,
3105,2 Le Couperet Mars Distribution Bande-Annonce,260 436,,,,,,,,,,,,,,,,,,,,,,
3106,4 Assaut Sur Le Central 13 Metropolitan Filmexport Bande-Annonce,194 391,,,,,,,,,,,,,,,,,,,,,,
3107,2 Ray United International Pictures (Uip) Bande-Annonce,381 813,,,,,,,,,,,,,,,,,,,,,,
3108,5 Neverland Tfm Distribution Bande-Annonce,211 042,,,,,,,,,,,,,,,,,,,,,,
3109,6 Je Préfère Qu'On Reste Amis... Mars Distribution Bande-Annonce,200 887,,,,,,,,,,,,,,,,,,,,,,
3110,7 Trouble Jeu Twentieth Century Fox France Bande-Annonce,181 221,,,,,,,,,,,,,,,,,,,,,,
3111,"2 Mon Beau-Père, Mes Parents Et Moi United International Pictures (Uip) Bande-Annonce",751 304,,,,,,,,,,,,,,,,,,,,,,
3112,3 Constantine Warner Bros. France Bande-Annonce,555 362,,,,,,,,,,,,,,,,,,,,,,
3113,6 Le Promeneur Du Champ De Mars Pathé Bande-Annonce,209 515,,,,,,,,,,,,,,,,,,,,,,
3114,1 Iznogoud Tfm Distribution Bande-Annonce,1 116 637,,,,,,,,,,,,,,,,,,,,,,
3115,8 Bob L'Éponge - Le Film United International Pictures (Uip) Bande-Annonce,179 523,,,,,,,,,,,,,,,,,,,,,,
3116,9 Coup D'Éclat Metropolitan Filmexport Bande-Annonce,149 585,,,,,,,,,,,,,,,,,,,,,,
3117,10 Sideways Twentieth Century Fox France Bande-Annonce,131 732,,,,,,,,,,,,,,,,,,,,,,
3118,1 Espace Détente Arp Sélection Bande-Annonce,701 031,,,,,,,,,,,,,,,,,,,,,,
3119,3 L'Ex Femme De Ma Vie Warner Bros. France Bande-Annonce,371 284,,,,,,,,,,,,,,,,,,,,,,
3120,4 Danny The Dog Europacorp Distribution Bande-Annonce,350 054,,,,,,,,,,,,,,,,,,,,,,
3121,6 Le Manège Enchanté Pathé Bande-Annonce,189 760,,,,,,,,,,,,,,,,,,,,,,
3122,8 La Voix Des Morts United International Pictures (Uip) Bande-Annonce,125 191,,,,,,,,,,,,,,,,,,,,,,
3123,1 Aviator Tfm Distribution Bande-Annonce,640 883,,,,,,,,,,,,,,,,,,,,,,
3124,2 La Marche De L'Empereur Buena Vista International Bande-Annonce,447 512,,,,,,,,,,,,,,,,,,,,,,
3125,5 Lolita Malgré Moi United International Pictures (Uip) Bande-Annonce,145 101,,,,,,,,,,,,,,,,,,,,,,
3126,"1 Closer, Entre Adultes Consentants Gaumont Columbia Tristar Films Bande-Annonce",425 266,,,,,,,,,,,,,,,,,,,,,,
3127,8 Mon Ange Mk2 Diffusion Bande-Annonce,124 515,,,,,,,,,,,,,,,,,,,,,,
3128,1 Le Château Ambulant Buena Vista International Bande-Annonce,345 633,,,,,,,,,,,,,,,,,,,,,,
3129,"2 L'Un Reste, L'Autre Part Pathé Bande-Annonce",344 396,,,,,,,,,,,,,,,,,,,,,,
3130,6 Melinda Et Melinda Twentieth Century Fox France Bande-Annonce,168 675,,,,,,,,,,,,,,,,,,,,,,
3131,1 Alexandre Pathé Bande-Annonce,555 074,,,,,,,,,,,,,,,,,,,,,,
3132,5 La Chute Tfm Distribution Bande-Annonce,210 915,,,,,,,,,,,,,,,,,,,,,,
3133,10 Tu Vas Rire Mais Je Te Quitte Rezo Films Bande-Annonce,119 694,,,,,,,,,,,,,,,,,,,,,,
3134,6 The Grudge Metropolitan Filmexport Bande-Annonce,250 456,,,,,,,,,,,,,,,,,,,,,,
3135,3 Benjamin Gates Et Le Trésor Des Templiers Buena Vista International Bande-Annonce,558 437,,,,,,,,,,,,,,,,,,,,,,
3136,5 Les Soeurs Fâchées Pan Européenne Edition Bande-Annonce,365 125,,,,,,,,,,,,,,,,,,,,,,
3137,9 Les Désastreuses Aventures Des Orphelins Baudelaire United International Pictures (Uip) Bande-Annonce,261 743,,,,,,,,,,,,,,,,,,,,,,
3138,1 Ocean'S Twelve Warner Bros. France Bande-Annonce,1 202 262,,,,,,,,,,,,,,,,,,,,,,
3139,5 Le Dernier Trappeur Tfm Distribution Bande-Annonce,443 243,,,,,,,,,,,,,,,,,,,,,,
3140,9 Les Temps Qui Changent Gémini Films Bande-Annonce,163 021,,,,,,,,,,,,,,,,,,,,,,
3141,10 Un Petit Jeu Sans Conséquence Pathé Bande-Annonce,153 559,,,,,,,,,,,,,,,,,,,,,,
3142,1 Bridget Jones : L'Âge De Raison Mars Distribution Bande-Annonce,829 686,,,,,,,,,,,,,,,,,,,,,,
3143,2 Les Dalton Ufd Bande-Annonce,704 768,,,,,,,,,,,,,,,,,,,,,,
3144,4 Blade: Trinity Metropolitan Filmexport Bande-Annonce,321 904,,,,,,,,,,,,,,,,,,,,,,
3145,8 Les 3 Rois Mages Carrère Group Bande-Annonce,82 325,,,,,,,,,,,,,,,,,,,,,,
3146,"10 Maria, Pleine De Grâce Arp Sélection Bande-Annonce",72 091,,,,,,,,,,,,,,,,,,,,,,
3147,3 Narco Mars Distribution Bande-Annonce,346 119,,,,,,,,,,,,,,,,,,,,,,
3148,4 Le Pôle Express Warner Bros. Bande-Annonce,278 455,,,,,,,,,,,,,,,,,,,,,,
3149,6 Mémoire Effacée Columbia Tristar Films Bande-Annonce,144 152,,,,,,,,,,,,,,,,,,,,,,
3150,9 Innocence - Ghost In The Shell 2 United International Pictures (Uip) Bande-Annonce,73 486,,,,,,,,,,,,,,,,,,,,,,
3151,1 Les Indestructibles Buena Vista International Bande-Annonce,1 349 086,,,,,,,,,,,,,,,,,,,,,,
3152,2 36 Quai Des Orfèvres Gaumont Columbia Tristar Films Bande-Annonce,652 148,,,,,,,,,,,,,,,,,,,,,,
3153,4 Holy Lola Tamasa Distribution Bande-Annonce,159 434,,,,,,,,,,,,,,,,,,,,,,
3154,3 Le Secret Des Poignards Volants United International Pictures (Uip) Bande-Annonce,219 629,,,,,,,,,,,,,,,,,,,,,,
3155,4 La Demoiselle D'Honneur Bac Films Bande-Annonce,206 729,,,,,,,,,,,,,,,,,,,,,,
3156,5 Cellular Metropolitan Filmexport Bande-Annonce,182 469,,,,,,,,,,,,,,,,,,,,,,
3157,6 L'Exorciste : Au Commencement Warner Bros. France Bande-Annonce,168 761,,,,,,,,,,,,,,,,,,,,,,
3158,2 Banlieue 13 Europacorp Distribution Bande-Annonce,471 029,,,,,,,,,,,,,,,,,,,,,,
3159,3 La Confiance Règne Ufd Bande-Annonce,303 325,,,,,,,,,,,,,,,,,,,,,,
3160,7 Anacondas : À La Poursuite De L'Orchidée De Sang Columbia Tristar Films Bande-Annonce,135 180,,,,,,,,,,,,,,,,,,,,,,
3161,3 L'Equipier Mars Distribution Bande-Annonce,215 977,,,,,,,,,,,,,,,,,,,,,,
3162,6 Un Crime Dans La Tête United International Pictures (Uip) Bande-Annonce,176 822,,,,,,,,,,,,,,,,,,,,,,
3163,7 Les Fautes D'Orthographe Bac Films Bande-Annonce,121 973,,,,,,,,,,,,,,,,,,,,,,
3164,10 Birth Metropolitan Filmexport Bande-Annonce,84 065,,,,,,,,,,,,,,,,,,,,,,
3165,1 Un Long Dimanche De Fiançailles Warner Bros. France Bande-Annonce,1 618 337,,,,,,,,,,,,,,,,,,,,,,
3166,3 Avp: Alien Vs. Predator Ufd Bande-Annonce,554 037,,,,,,,,,,,,,,,,,,,,,,
3167,4 Pédale Dure Pathé Bande-Annonce,235 188,,,,,,,,,,,,,,,,,,,,,,
3168,6 Alive Tfm Distribution Bande-Annonce,169 032,,,,,,,,,,,,,,,,,,,,,,
3169,8 2046 Océan Films Bande-Annonce,149 026,,,,,,,,,,,,,,,,,,,,,,
3170,9 Genesis Bande-Annonce,148 573,,,,,,,,,,,,,,,,,,,,,,
3171,1 Gang De Requins United International Pictures (Uip) Bande-Annonce,630 561,,,,,,,,,,,,,,,,,,,,,,
3172,3 Arsène Lupin Snd Bande-Annonce,444 610,,,,,,,,,,,,,,,,,,,,,,
3173,7 Man On Fire Ufd Bande-Annonce,180 444,,,,,,,,,,,,,,,,,,,,,,
3174,1 L'Enquête Corse Gaumont Columbia Tristar Films Bande-Annonce,679 754,,,,,,,,,,,,,,,,,,,,,,
3175,2 Resident Evil : Apocalypse Metropolitan Filmexport Bande-Annonce,459 152,,,,,,,,,,,,,,,,,,,,,,
3176,4 Vipère Au Poing Rezo Films Bande-Annonce,272 078,,,,,,,,,,,,,,,,,,,,,,
3177,6 Le Carton Warner Bros. France Bande-Annonce,170 495,,,,,,,,,,,,,,,,,,,,,,
3178,7 Eternal Sunshine Of The Spotless Mind United International Pictures (Uip) Bande-Annonce,158 850,,,,,,,,,,,,,,,,,,,,,,
3179,9 La Première Fois Que J'Ai Eu 20 Ans Pathé Bande-Annonce,86 966,,,,,,,,,,,,,,,,,,,,,,
3180,1 Collatéral Ciné Sorbonne Bande-Annonce,592 916,,,,,,,,,,,,,,,,,,,,,,
3181,5 Le Cou De La Girafe Ufd Bande-Annonce,108 500,,,,,,,,,,,,,,,,,,,,,,
3182,9 Trois Petites Filles Noé Productions Bande-Annonce,81 064,,,,,,,,,,,,,,,,,,,,,,
3183,1 Comme Une Image Mars Distribution Le Teaser,590 485,,,,,,,,,,,,,,,,,,,,,,
3184,5 Même Pas Mal ! (Dodgeball) Ufd Bande-Annonce,171 577,,,,,,,,,,,,,,,,,,,,,,
3185,1 Le Terminal United International Pictures (Uip) Bande-Annonce,475 798,,,,,,,,,,,,,,,,,,,,,,
3186,5 Les Parisiens Les Films 13 Bande-Annonce,130 649,,,,,,,,,,,,,,,,,,,,,,
3187,1 La Mort Dans La Peau United International Pictures (Uip) Bande-Annonce,479 681,,,,,,,,,,,,,,,,,,,,,,
3188,2 Catwoman Warner Bros. France Bande-Annonce,334 500,,,,,,,,,,,,,,,,,,,,,,
3189,3 Mensonges Et Trahisons Et Plus Si Affinités... Europacorp Distribution Bande-Annonce,251 378,,,,,,,,,,,,,,,,,,,,,,
3190,5 Carnets De Voyage Diaphana Films Bande-Annonce,148 254,,,,,,,,,,,,,,,,,,,,,,
3191,10 Une Affaire De Coeur Tfm Distribution Bande-Annonce,51 870,,,,,,,,,,,,,,,,,,,,,,
3192,2 5X2 Mars Distribution Bande-Annonce,196 277,,,,,,,,,,,,,,,,,,,,,,
3193,4 Clean Arp Sélection Bande-Annonce,118 975,,,,,,,,,,,,,,,,,,,,,,
3194,2 Ils Se Marièrent Et Eurent Beaucoup D'Enfants Pathé Bande-Annonce,415 961,,,,,,,,,,,,,,,,,,,,,,
3195,9 Exils Pyramide Distribution Bande-Annonce,120 805,,,,,,,,,,,,,,,,,,,,,,
3196,1 Le Village Buena Vista International Bande-Annonce,1 071 424,,,,,,,,,,,,,,,,,,,,,,
3197,2 Les Chroniques De Riddick United International Pictures (Uip) Bande-Annonce,334 301,,,,,,,,,,,,,,,,,,,,,,
3198,10 Tout Le Plaisir Est Pour Moi Mars Distribution Bande-Annonce,126 459,,,,,,,,,,,,,,,,,,,,,,
3199,3 Hellboy Gaumont Columbia Tristar Films Bande-Annonce,337 501,,,,,,,,,,,,,,,,,,,,,,
3200,4 Garfield Ufd Bande-Annonce,330 637,,,,,,,,,,,,,,,,,,,,,,
3201,6 Le Tour Du Monde En 80 Jours Pathé Bande-Annonce,230 924,,,,,,,,,,,,,,,,,,,,,,
3202,1 Le Roi Arthur Buena Vista International Bande-Annonce,634 627,,,,,,,,,,,,,,,,,,,,,,
3203,6 30 Ans Sinon Rien Gaumont Columbia Tristar Films Bande-Annonce,190 937,,,,,,,,,,,,,,,,,,,,,,
3204,8 Nos Amis Les Flics Tfm Distribution Bande-Annonce,186 571,,,,,,,,,,,,,,,,,,,,,,
3205,9 J'Me Sens Pas Belle Le Teaser,130 905,,,,,,,,,,,,,,,,,,,,,,
3206,"1 I, Robot Ufd Bande-Annonce",788 519,,,,,,,,,,,,,,,,,,,,,,
3207,5 La Ferme Se Rebelle Buena Vista International Bande-Annonce,222 382,,,,,,,,,,,,,,,,,,,,,,
3208,6 Cause Toujours! Arp Sélection Bande-Annonce,120 379,,,,,,,,,,,,,,,,,,,,,,
3209,4 San Antonio Pathé Bande-Annonce,146 098,,,,,,,,,,,,,,,,,,,,,,
3210,"5 Atomik Circus, Le Retour De James Bataille Tfm Distribution Le Teaser",141 753,,,,,,,,,,,,,,,,,,,,,,
3211,8 Autoroute Racer Metropolitan Filmexport Bande-Annonce,69 431,,,,,,,,,,,,,,,,,,,,,,
3212,1 Spider-Man 2 Columbia Tristar Films Bande-Annonce,2 100 789,,,,,,,,,,,,,,,,,,,,,,
3213,6 Just A Kiss Diaphana Films Bande-Annonce,91 676,,,,,,,,,,,,,,,,,,,,,,
3214,2 Fahrenheit 9/11 Mars Distribution Bande-Annonce,622 659,,,,,,,,,,,,,,,,,,,,,,
3215,4 L'Américain Snd Bande-Annonce,186 079,,,,,,,,,,,,,,,,,,,,,,
