Unnamed: 0,Titre,Entrées,best_match,movie_boxoffice,movie_budget,movie_cast,movie_categories,movie_countries,movie_director,movie_id,movie_imdb_metascore,movie_imdb_nb_of_ratings,movie_imdb_popularity,movie_imdb_rating,movie_length,movie_original_title,movie_poster,movie_production_companies,movie_synopsis,movie_title,movie_url,movie_us_boxoffice,release_date,year
1928,10 Extrêmement Fort Et Incroyablement Près Warner Bros. France Bande-Annonce,134 454,,,,,,,,,,,,,,,,,,,,,,
1929,1 Chronicle Twentieth Century Fox France Bande-Annonce,458 842,,,,,,,,,,,,,,,,,,,,,,
1930,5 Sécurité Rapprochée Universal Pictures International France Bande-Annonce,326 572,,,,,,,,,,,,,,,,,,,,,,
1931,6 Cheval De Guerre The Walt Disney Company France Bande-Annonce,320 448,,,,,,,,,,,,,,,,,,,,,,
1932,8 Devil Inside Paramount Pictures France Bande-Annonce,224 167,,,,,,,,,,,,,,,,,,,,,,
1933,2 Voyage Au Centre De La Terre 2 : L'Île Mystérieuse Warner Bros. France Bande-Annonce,433 785,,,,,,,,,,,,,,,,,,,,,,
1934,5 Ghost Rider : L'Esprit De Vengeance Snd Le Teaser,276 210,,,,,,,,,,,,,,,,,,,,,,
1935,6 La Dame De Fer Pathé Bande-Annonce,238 257,,,,,,,,,,,,,,,,,,,,,,
1936,7 La Vie D'Une Autre Arp Sélection Bande-Annonce,178 741,,,,,,,,,,,,,,,,,,,,,,
1937,10 Dos Au Mur Studiocanal Bande-Annonce,156 939,,,,,,,,,,,,,,,,,,,,,,
1938,3 Star Wars : Episode I - La Menace Fantôme The Walt Disney Company France Bande-Annonce,296 406,,,,,,,,,,,,,,,,,,,,,,
1939,4 La Taupe Studiocanal Bande-Annonce,277 172,,,,,,,,,,,,,,,,,,,,,,
1940,5 Underworld : Nouvelle Ère Snd Bande-Annonce,270 145,,,,,,,,,,,,,,,,,,,,,,
1941,6 Zarafa Pathé Bande-Annonce,256 052,,,,,,,,,,,,,,,,,,,,,,
1942,9 Recherche Bad Boys Désespérément Metropolitan Filmexport Bande-Annonce,120 309,,,,,,,,,,,,,,,,,,,,,,
1943,1 La Vérité Si Je Mens ! 3 Mars Films Bande-Annonce,1 944 022,,,,,,,,,,,,,,,,,,,,,,
1944,10 Tucker & Dale Fightent Le Mal Wild Bunch Distribution Bande-Annonce,74 571,,,,,,,,,,,,,,,,,,,,,,
1945,1 Sherlock Holmes 2 : Jeu D'Ombres Warner Bros. France Bande-Annonce,981 375,,,,,,,,,,,,,,,,,,,,,,
1946,2 The Descendants Twentieth Century Fox France Bande-Annonce,286 081,,,,,,,,,,,,,,,,,,,,,,
1947,1 Millenium : Les Hommes Qui N’Aimaient Pas Les Femmes Sony Pictures Releasing France Bande-Annonce,477 509,,,,,,,,,,,,,,,,,,,,,,
1948,4 L'Amour Dure Trois Ans Europacorp Distribution Bande-Annonce,325 748,,,,,,,,,,,,,,,,,,,,,,
1949,5 Et Si On Vivait Tous Ensemble? Bac Films Bande-Annonce,186 533,,,,,,,,,,,,,,,,,,,,,,
1950,7 Ma Première Fois Mars Films Bande-Annonce,108 071,,,,,,,,,,,,,,,,,,,,,,
1951,1 J. Edgar Warner Bros. France Bande-Annonce,627 624,,,,,,,,,,,,,,,,,,,,,,
1952,3 Parlez-Moi De Vous Diaphana Distribution Bande-Annonce,131 118,,,,,,,,,,,,,,,,,,,,,,
1953,7 La Colline Aux Coquelicots The Walt Disney Company France Bande-Annonce,116 084,,,,,,,,,,,,,,,,,,,,,,
1954,9 The Darkest Hour Twentieth Century Fox France Bande-Annonce,105 048,,,,,,,,,,,,,,,,,,,,,,
1955,2 Le Pacte Snd Bande-Annonce,253 128,,,,,,,,,,,,,,,,,,,,,,
1956,4 Une Vie Meilleure Mars Films Bande-Annonce,249 464,,,,,,,,,,,,,,,,,,,,,,
1957,8 Une Nuit Ugc Distribution Bande-Annonce,137 982,,,,,,,,,,,,,,,,,,,,,,
1958,2 Alvin Et Les Chipmunks 3 Twentieth Century Fox France Bande-Annonce,798 683,,,,,,,,,,,,,,,,,,,,,,
1959,7 Happy New Year Warner Bros. France Bande-Annonce,232 819,,,,,,,,,,,,,,,,,,,,,,
1960,8 La Délicatesse Studiocanal Bande-Annonce,222 101,,,,,,,,,,,,,,,,,,,,,,
1961,9 A Dangerous Method Mars Films Bande-Annonce,149 627,,,,,,,,,,,,,,,,,,,,,,
1962,10 Le Havre Pyramide Distribution Bande-Annonce,141 227,,,,,,,,,,,,,,,,,,,,,,
1963,2 Mission : Impossible - Protocole Fantôme Paramount Pictures France Bande-Annonce,827 046,,,,,,,,,,,,,,,,,,,,,,
1964,5 Hugo Cabret Metropolitan Filmexport Bande-Annonce,371 751,,,,,,,,,,,,,,,,,,,,,,
1965,9 Des Vents Contraires Universal Pictures International France Bande-Annonce,140 094,,,,,,,,,,,,,,,,,,,,,,
1966,2 Hollywoo Studiocanal Bande-Annonce,733 365,,,,,,,,,,,,,,,,,,,,,,
1967,7 Happy Feet 2 Warner Bros. France Bande-Annonce,168 873,,,,,,,,,,,,,,,,,,,,,,
1968,9 Shame Mk2 Diffusion Bande-Annonce,140 037,,,,,,,,,,,,,,,,,,,,,,
1969,2 Le Chat Potté Paramount Pictures France Bande-Annonce,1 089 789,,,,,,,,,,,,,,,,,,,,,,
1970,6 The Lady Europacorp Distribution Bande-Annonce,223 314,,,,,,,,,,,,,,,,,,,,,,
1971,3 Time Out Twentieth Century Fox France Bande-Annonce,441 450,,,,,,,,,,,,,,,,,,,,,,
1972,4 Les Immortels Metropolitan Filmexport Bande-Annonce,210 005,,,,,,,,,,,,,,,,,,,,,,
1973,5 Mission : Noël Les Aventures De La Famille Noël Sony Pictures Releasing France Bande-Annonce,192 853,,,,,,,,,,,,,,,,,,,,,,
1974,6 Or Noir Warner Bros. France Bande-Annonce,150 639,,,,,,,,,,,,,,,,,,,,,,
1975,10 Les Adoptés Studiocanal Bande-Annonce,103 502,,,,,,,,,,,,,,,,,,,,,,
1976,2 Twilight - Chapitre 4 : Révélation 1Ère Partie Snd Bande-Annonce,2 018 771,,,,,,,,,,,,,,,,,,,,,,
1977,5 Les Neiges Du Kilimandjaro Diaphana Distribution Bande-Annonce,182 538,,,,,,,,,,,,,,,,,,,,,,
1978,8 L'Ordre Et La Morale Ugc Distribution Bande-Annonce,100 867,,,,,,,,,,,,,,,,,,,,,,
1979,3 Contagion Warner Bros. France Bande-Annonce,394 179,,,,,,,,,,,,,,,,,,,,,,
1980,4 Mon Pire Cauchemar Pathé Bande-Annonce,377 935,,,,,,,,,,,,,,,,,,,,,,
1981,6 On Ne Choisit Pas Sa Famille Universal Pictures International France Le Teaser,229 167,,,,,,,,,,,,,,,,,,,,,,
1982,7 Toutes Nos Envies Mars Films Bande-Annonce,170 745,,,,,,,,,,,,,,,,,,,,,,
1983,4 La Source Des Femmes Europacorp Distribution Bande-Annonce,233 230,,,,,,,,,,,,,,,,,,,,,,
1984,7 Forces Spéciales Studiocanal Bande-Annonce,133 098,,,,,,,,,,,,,,,,,,,,,,
1985,1 Les Aventures De Tintin : Le Secret De La Licorne Sony Pictures Releasing France Bande-Annonce,3 158 313,,,,,,,,,,,,,,,,,,,,,,
1986,7 Les Marches Du Pouvoir Metropolitan Filmexport Bande-Annonce,282 054,,,,,,,,,,,,,,,,,,,,,,
1987,1 Polisse Mars Films Bande-Annonce,636 355,,,,,,,,,,,,,,,,,,,,,,
1988,5 Paranormal Activity 3 Paramount Pictures France Bande-Annonce,387 586,,,,,,,,,,,,,,,,,,,,,,
1989,"8 Johnny English, Le Retour Studiocanal Bande-Annonce",184 368,,,,,,,,,,,,,,,,,,,,,,
1990,1 The Artist Warner Bros. France Bande-Annonce,443 269,,,,,,,,,,,,,,,,,,,,,,
1991,2 Un Monstre À Paris Europacorp Distribution Bande-Annonce,330 502,,,,,,,,,,,,,,,,,,,,,,
1992,5 Les Trois Mousquetaires Ugc Distribution Bande-Annonce,220 403,,,,,,,,,,,,,,,,,,,,,,
1993,6 Beur Sur La Ville Paramount Pictures France Bande-Annonce,206 238,,,,,,,,,,,,,,,,,,,,,,
1994,10 The Thing Universal Pictures International France Bande-Annonce,72 905,,,,,,,,,,,,,,,,,,,,,,
1995,1 Bienvenue À Bord Pathé Bande-Annonce,549 947,,,,,,,,,,,,,,,,,,,,,,
1996,2 Drive Wild Side Films / Le Pacte Bande-Annonce,467 609,,,,,,,,,,,,,,,,,,,,,,
1997,6 Dream House Warner Bros. France Bande-Annonce,152 900,,,,,,,,,,,,,,,,,,,,,,
1998,8 Le Skylab Mars Films Bande-Annonce,129 376,,,,,,,,,,,,,,,,,,,,,,
1999,2 Identité Secrète Metropolitan Filmexport Bande-Annonce,295 438,,,,,,,,,,,,,,,,,,,,,,
2000,6 Les Hommes Libres Pyramide Distribution Bande-Annonce,80 217,,,,,,,,,,,,,,,,,,,,,,
2001,1 La Nouvelle Guerre Des Boutons Mars Films Bande-Annonce,521 424,,,,,,,,,,,,,,,,,,,,,,
2002,4 Mais Comment Font Les Femmes ? Snd Bande-Annonce,128 970,,,,,,,,,,,,,,,,,,,,,,
2003,5 Shark 3D Metropolitan Filmexport Bande-Annonce,113 850,,,,,,,,,,,,,,,,,,,,,,
2004,1 La Guerre Des Boutons Ugc Distribution Bande-Annonce,635 321,,,,,,,,,,,,,,,,,,,,,,
2005,"2 Crazy, Stupid, Love Warner Bros. France Bande-Annonce",226 931,,,,,,,,,,,,,,,,,,,,,,
2006,10 Et Maintenant On Va Où ? Pathé Bande-Annonce,101 055,,,,,,,,,,,,,,,,,,,,,,
2007,1 Sexe Entre Amis Sony Pictures Releasing France Bande-Annonce,233 815,,,,,,,,,,,,,,,,,,,,,,
2008,3 Habemus Papam Le Pacte Bande-Annonce,195 066,,,,,,,,,,,,,,,,,,,,,,
2009,6 Présumé Coupable Mars Films Bande-Annonce,154 995,,,,,,,,,,,,,,,,,,,,,,
2010,1 Destination Finale 5 Warner Bros. France Bande-Annonce,497 796,,,,,,,,,,,,,,,,,,,,,,
2011,9 R.I.F. (Recherches Dans L'Intérêt Des Familles) Studiocanal Bande-Annonce,126 589,,,,,,,,,,,,,,,,,,,,,,
2012,2 Cowboys & Envahisseurs Paramount Pictures France Bande-Annonce,453 467,,,,,,,,,,,,,,,,,,,,,,
2013,5 Tu Seras Mon Fils Universal Pictures International France Bande-Annonce,257 093,,,,,,,,,,,,,,,,,,,,,,
2014,10 Un Jour Snd Bande-Annonce,130 096,,,,,,,,,,,,,,,,,,,,,,
2015,2 Captain America : First Avenger Paramount Pictures France Bande-Annonce,444 480,,,,,,,,,,,,,,,,,,,,,,
2016,4 Comment Tuer Son Boss ? Warner Bros. France Bande-Annonce,245 150,,,,,,,,,,,,,,,,,,,,,,
2017,5 La Piel Que Habito Pathé Bande-Annonce,210 313,,,,,,,,,,,,,,,,,,,,,,
2018,10 Conan Metropolitan Filmexport Bande-Annonce,163 409,,,,,,,,,,,,,,,,,,,,,,
2019,1 La Planète Des Singes : Les Origines Twentieth Century Fox France Bande-Annonce,1 321 648,,,,,,,,,,,,,,,,,,,,,,
2020,3 Green Lantern Warner Bros. France Bande-Annonce,423 226,,,,,,,,,,,,,,,,,,,,,,
2021,7 Mes Meilleures Amies Universal Pictures International France Bande-Annonce,222 753,,,,,,,,,,,,,,,,,,,,,,
2022,9 Melancholia Les Films Du Losange Bande-Annonce,116 437,,,,,,,,,,,,,,,,,,,,,,
2023,1 Les Schtroumpfs Sony Pictures Releasing France Bande-Annonce,866 439,,,,,,,,,,,,,,,,,,,,,,
2024,2 Super 8 Paramount Pictures France Bande-Annonce,734 715,,,,,,,,,,,,,,,,,,,,,,
2025,9 Itinéraire Bis Mars Films Bande-Annonce,118 278,,,,,,,,,,,,,,,,,,,,,,
2026,3 Bad Teacher Sony Pictures Releasing France Bande-Annonce,397 304,,,,,,,,,,,,,,,,,,,,,,
2027,4 Colombiana Europacorp Distribution Bande-Annonce,284 215,,,,,,,,,,,,,,,,,,,,,,
2028,2 M. Popper Et Ses Pingouins Twentieth Century Fox France Bande-Annonce,384 956,,,,,,,,,,,,,,,,,,,,,,
2029,7 Dance Battle - Honey 2 Universal Pictures International France Bande-Annonce,173 868,,,,,,,,,,,,,,,,,,,,,,
2030,9 Les Contes De La Nuit Studiocanal Bande-Annonce,142 877,,,,,,,,,,,,,,,,,,,,,,
2031,10 Cars 2 The Walt Disney Company France Bande-Annonce,142 292,,,,,,,,,,,,,,,,,,,,,,
2032,1 Harry Potter Et Les Reliques De La Mort - Partie 2 Warner Bros. France Bande-Annonce,3 129 485,,,,,,,,,,,,,,,,,,,,,,
2033,9 Le Moine Diaphana Distribution Bande-Annonce,101 021,,,,,,,,,,,,,,,,,,,,,,
2034,2 Case Départ Mars Films Bande-Annonce,571 106,,,,,,,,,,,,,,,,,,,,,,
2035,6 Il N'Est Jamais Trop Tard Snd Bande-Annonce,237 700,,,,,,,,,,,,,,,,,,,,,,
2036,7 Hop Universal Pictures International France Bande-Annonce,196 944,,,,,,,,,,,,,,,,,,,,,,
2037,8 Switch Pathé Bande-Annonce,122 604,,,,,,,,,,,,,,,,,,,,,,
2038,9 Sortilège Metropolitan Filmexport Bande-Annonce,93 524,,,,,,,,,,,,,,,,,,,,,,
2039,1 Transformers 3 - La Face Cachée De La Lune Paramount Pictures France Bande-Annonce,1 315 020,,,,,,,,,,,,,,,,,,,,,,
2040,3 Les Tuche Pathé Bande-Annonce,354 177,,,,,,,,,,,,,,,,,,,,,,
2041,2 L'Elève Ducobu Ugc Distribution Bande-Annonce,353 369,,,,,,,,,,,,,,,,,,,,,,
2042,3 Omar M'A Tuer Mars Films Bande-Annonce,225 575,,,,,,,,,,,,,,,,,,,,,,
2043,8 Blitz Metropolitan Filmexport Bande-Annonce,138 707,,,,,,,,,,,,,,,,,,,,,,
2044,1 Kung Fu Panda 2 Universal Pictures International France Bande-Annonce,873 345,,,,,,,,,,,,,,,,,,,,,,
2045,5 Insidious Wild Bunch Distribution Bande-Annonce,193 688,,,,,,,,,,,,,,,,,,,,,,
2046,8 L'Affaire Rachel Singer Universal Pictures International France Bande-Annonce,88 044,,,,,,,,,,,,,,,,,,,,,,
2047,10 Pourquoi Tu Pleures? Le Pacte Bande-Annonce,77 089,,,,,,,,,,,,,,,,,,,,,,
2048,6 Une Séparation Memento Distribution Bande-Annonce,151 217,,,,,,,,,,,,,,,,,,,,,,
2049,7 Low Cost Wild Bunch Distribution Bande-Annonce,145 549,,,,,,,,,,,,,,,,,,,,,,
2050,1 X-Men: Le Commencement Twentieth Century Fox France Bande-Annonce,937 704,,,,,,,,,,,,,,,,,,,,,,
2051,4 Monsieur Papa Pathé Bande-Annonce,225 420,,,,,,,,,,,,,,,,,,,,,,
2052,6 Le Chat Du Rabbin Ugc Distribution Bande-Annonce,172 946,,,,,,,,,,,,,,,,,,,,,,
2053,2 Very Bad Trip 2 Warner Bros. France Bande-Annonce,802 166,,,,,,,,,,,,,,,,,,,,,,
2054,7 La Défense Lincoln Metropolitan Filmexport Bande-Annonce,111 204,,,,,,,,,,,,,,,,,,,,,,
2055,9 Le Complexe Du Castor Snd Bande-Annonce,91 336,,,,,,,,,,,,,,,,,,,,,,
2056,1 Pirates Des Caraïbes : La Fontaine De Jouvence The Walt Disney Company France Bande-Annonce,1 693 713,,,,,,,,,,,,,,,,,,,,,,
2057,3 La Conquête Gaumont Distribution Bande-Annonce,265 896,,,,,,,,,,,,,,,,,,,,,,
2058,6 Le Gamin Au Vélo Diaphana Distribution Bande-Annonce,107 763,,,,,,,,,,,,,,,,,,,,,,
2059,2 Minuit À Paris Mars Films Bande-Annonce,545 601,,,,,,,,,,,,,,,,,,,,,,
2060,7 Priest Sony Pictures Releasing France Bande-Annonce,146 463,,,,,,,,,,,,,,,,,,,,,,
2061,1 Fast And Furious 5 Universal Pictures International France Bande-Annonce,1 179 765,,,,,,,,,,,,,,,,,,,,,,
2062,3 De L'Eau Pour Les Éléphants Twentieth Century Fox France Bande-Annonce,289 166,,,,,,,,,,,,,,,,,,,,,,
2063,6 L'Aigle De La Neuvième Légion Metropolitan Filmexport Bande-Annonce,124 506,,,,,,,,,,,,,,,,,,,,,,
2064,1 Thor Paramount Pictures France Bande-Annonce,895 181,,,,,,,,,,,,,,,,,,,,,,
2065,6 Bon À Tirer (B.A.T.) Warner Bros. France Bande-Annonce,186 354,,,,,,,,,,,,,,,,,,,,,,
2066,2 La Fille Du Puisatier Pathé Bande-Annonce,468 552,,,,,,,,,,,,,,,,,,,,,,
2067,3 Source Code Snd Bande-Annonce,300 899,,,,,,,,,,,,,,,,,,,,,,
2068,5 La Croisière Mars Films Bande-Annonce,250 724,,,,,,,,,,,,,,,,,,,,,,
2069,7 Le Chaperon Rouge Warner Bros. France Bande-Annonce,170 969,,,,,,,,,,,,,,,,,,,,,,
2070,9 Detective Dee : Le Mystère De La Flamme Fantôme Wild Side Films / Le Pacte Bande-Annonce,113 967,,,,,,,,,,,,,,,,,,,,,,
2071,"10 Et Soudain, Tout Le Monde Me Manque Ugc Distribution Bande-Annonce",106 713,,,,,,,,,,,,,,,,,,,,,,
2072,1 Rio Twentieth Century Fox France Bande-Annonce,600 878,,,,,,,,,,,,,,,,,,,,,,
2073,2 Scream 4 Snd Bande-Annonce,533 026,,,,,,,,,,,,,,,,,,,,,,
2074,5 La Proie Studiocanal Bande-Annonce,180 220,,,,,,,,,,,,,,,,,,,,,,
2075,6 Mon Père Est Femme De Ménage Arp Sélection Bande-Annonce,140 666,,,,,,,,,,,,,,,,,,,,,,
2076,"1 Titeuf, Le Film (3D) Pathé Bande-Annonce",367 541,,,,,,,,,,,,,,,,,,,,,,
2077,2 Numéro Quatre The Walt Disney Company France Bande-Annonce,259 311,,,,,,,,,,,,,,,,,,,,,,
2078,6 Morning Glory Paramount Pictures France Bande-Annonce,121 428,,,,,,,,,,,,,,,,,,,,,,
2079,10 Pina Les Films Du Losange Bande-Annonce,67 740,,,,,,,,,,,,,,,,,,,,,,
2080,2 Sucker Punch Warner Bros. France Bande-Annonce,300 243,,,,,,,,,,,,,,,,,,,,,,
2081,3 Tous Les Soleils Ugc Distribution Bande-Annonce,188 591,,,,,,,,,,,,,,,,,,,,,,
2082,5 Big Mamma : De Père En Fils Twentieth Century Fox France Bande-Annonce,167 945,,,,,,,,,,,,,,,,,,,,,,
2083,7 Je N'Ai Rien Oublié Studio 37 / Rezo Films Bande-Annonce,108 531,,,,,,,,,,,,,,,,,,,,,,
2084,9 The Company Men Gaumont Distribution Bande-Annonce,89 737,,,,,,,,,,,,,,,,,,,,,,
2085,1 Rango Paramount Pictures France Bande-Annonce,519 450,,,,,,,,,,,,,,,,,,,,,,
2086,2 L'Agence Universal Pictures International France Bande-Annonce,294 496,,,,,,,,,,,,,,,,,,,,,,
2087,5 Hell Driver Metropolitan Filmexport Bande-Annonce,145 778,,,,,,,,,,,,,,,,,,,,,,
2088,7 Le Mytho - Just Go With It Sony Pictures Releasing France Bande-Annonce,126 302,,,,,,,,,,,,,,,,,,,,,,
2089,8 Les Yeux De Sa Mère Mars Films Bande-Annonce,122 339,,,,,,,,,,,,,,,,,,,,,,
2090,1 Ma Part Du Gâteau Studiocanal Bande-Annonce,530 847,,,,,,,,,,,,,,,,,,,,,,
2091,2 World Invasion : Battle Los Angeles Sony Pictures Releasing France Bande-Annonce,314 138,,,,,,,,,,,,,,,,,,,,,,
2092,1 Le Rite Warner Bros. France Bande-Annonce,372 683,,,,,,,,,,,,,,,,,,,,,,
2093,5 Le Marquis Pathé Bande-Annonce,270 222,,,,,,,,,,,,,,,,,,,,,,
2094,6 L'Assaut Mars Films Bande-Annonce,248 721,,,,,,,,,,,,,,,,,,,,,,
2095,2 Sans Identité Studiocanal Bande-Annonce,381 577,,,,,,,,,,,,,,,,,,,,,,
2096,6 Paul Universal Pictures International France Bande-Annonce,301 620,,,,,,,,,,,,,,,,,,,,,,
2097,2 True Grit Paramount Pictures France Bande-Annonce,605 267,,,,,,,,,,,,,,,,,,,,,,
2098,7 Les Voyages De Gulliver Twentieth Century Fox France Bande-Annonce,303 203,,,,,,,,,,,,,,,,,,,,,,
2099,2 Largo Winch Ii Wild Bunch Distribution Bande-Annonce,587 514,,,,,,,,,,,,,,,,,,,,,,
2100,4 Les Femmes Du 6E Étage Snd Bande-Annonce,502 481,,,,,,,,,,,,,,,,,,,,,,
2101,6 Halal Police D'Etat Europacorp Distribution Bande-Annonce,403 883,,,,,,,,,,,,,,,,,,,,,,
2102,7 Sex Friends Paramount Pictures France Bande-Annonce,395 113,,,,,,,,,,,,,,,,,,,,,,
2103,2 Black Swan Twentieth Century Fox France Bande-Annonce,714 315,,,,,,,,,,,,,,,,,,,,,,
2104,5 Animaux Et Cie Metropolitan Filmexport Bande-Annonce,218 189,,,,,,,,,,,,,,,,,,,,,,
2105,8 Yogi L'Ours Warner Bros. France Bande-Annonce,76 886,,,,,,,,,,,,,,,,,,,,,,
2106,2 Le Discours D'Un Roi Wild Bunch Distribution Bande-Annonce,494 161,,,,,,,,,,,,,,,,,,,,,,
2107,10 Tron L'Héritage The Walt Disney Company France Bande-Annonce,46 838,,,,,,,,,,,,,,,,,,,,,,
2108,2 Les Chemins De La Liberté Metropolitan Filmexport Bande-Annonce,391 619,,,,,,,,,,,,,,,,,,,,,,
2109,3 Rien À Déclarer Pathé Bande-Annonce,309 317,,,,,,,,,,,,,,,,,,,,,,
2110,9 Comment Savoir Sony Pictures Releasing France Bande-Annonce,75 105,,,,,,,,,,,,,,,,,,,,,,
2111,10 Angèle Et Tony Pyramide Distribution Bande-Annonce,73 579,,,,,,,,,,,,,,,,,,,,,,
2112,1 Au-Delà Warner Bros. France Bande-Annonce,776 428,,,,,,,,,,,,,,,,,,,,,,
2113,1 Le Dernier Des Templiers Metropolitan Filmexport Bande-Annonce,368 501,,,,,,,,,,,,,,,,,,,,,,
2114,3 The Green Hornet Sony Pictures Releasing France Bande-Annonce,276 619,,,,,,,,,,,,,,,,,,,,,,
2115,1 La Chance De Ma Vie Mars Films Bande-Annonce,382 283,,,,,,,,,,,,,,,,,,,,,,
2116,2 Somewhere Pathé Bande-Annonce,233 005,,,,,,,,,,,,,,,,,,,,,,
2117,"7 Love, Et Autres Drogues Twentieth Century Fox France Bande-Annonce",277 687,,,,,,,,,,,,,,,,,,,,,,
2118,4 Mon Beau-Père Et Nous Paramount Pictures France Bande-Annonce,450 927,,,,,,,,,,,,,,,,,,,,,,
2119,6 Les Emotifs Anonymes Studiocanal Bande-Annonce,321 969,,,,,,,,,,,,,,,,,,,,,,
2120,9 Another Year Diaphana Distribution Bande-Annonce,103 494,,,,,,,,,,,,,,,,,,,,,,
2121,4 Megamind Paramount Pictures France Bande-Annonce,375 221,,,,,,,,,,,,,,,,,,,,,,
2122,5 The Tourist Studiocanal Bande-Annonce,316 258,,,,,,,,,,,,,,,,,,,,,,
2123,6 Un Balcon Sur La Mer Europacorp Distribution Bande-Annonce,287 247,,,,,,,,,,,,,,,,,,,,,,
2124,10 Skyline Snd Bande-Annonce,125 200,,,,,,,,,,,,,,,,,,,,,,
2125,1 Le Monde De Narnia : L'Odyssée Du Passeur D'Aurore Twentieth Century Fox France Bande-Annonce,706 165,,,,,,,,,,,,,,,,,,,,,,
2126,4 De Vrais Mensonges Pathé Bande-Annonce,240 103,,,,,,,,,,,,,,,,,,,,,,
2127,6 Bébé Mode D'Emploi Warner Bros. France Bande-Annonce,146 971,,,,,,,,,,,,,,,,,,,,,,
2128,9 Les Trois Prochains Jours Metropolitan Filmexport Bande-Annonce,107 543,,,,,,,,,,,,,,,,,,,,,,
2129,3 A Bout Portant Gaumont Distribution Bande-Annonce,302 664,,,,,,,,,,,,,,,,,,,,,,
2130,8 Mon Pote Mars Films Bande-Annonce,103 987,,,,,,,,,,,,,,,,,,,,,,
2131,9 Machete Sony Pictures Releasing France Bande-Annonce,100 994,,,,,,,,,,,,,,,,,,,,,,
2132,1 Harry Potter Et Les Reliques De La Mort - Partie 1 Warner Bros. France Bande-Annonce,2 537 450,,,,,,,,,,,,,,,,,,,,,,
2133,5 Le Nom Des Gens Ugc Distribution Bande-Annonce,195 141,,,,,,,,,,,,,,,,,,,,,,
2134,6 Mords-Moi Sans Hésitation Twentieth Century Fox France Bande-Annonce,124 317,,,,,,,,,,,,,,,,,,,,,,
2135,10 Takers Sony Pictures Releasing France Bande-Annonce,66 734,,,,,,,,,,,,,,,,,,,,,,
2136,2 Red Snd Bande-Annonce,389 852,,,,,,,,,,,,,,,,,,,,,,
2137,9 No Et Moi Diaphana Distribution Bande-Annonce,103 608,,,,,,,,,,,,,,,,,,,,,,
2138,1 Potiche Mars Films Bande-Annonce,875 112,,,,,,,,,,,,,,,,,,,,,,
2139,3 Date Limite Warner Bros. France Bande-Annonce,418 659,,,,,,,,,,,,,,,,,,,,,,
2140,4 Unstoppable Twentieth Century Fox France Bande-Annonce,349 758,,,,,,,,,,,,,,,,,,,,,,
2141,5 Saw 3D Metropolitan Filmexport Bande-Annonce,337 425,,,,,,,,,,,,,,,,,,,,,,
2142,2 L'Homme Qui Voulait Vivre Sa Vie Europacorp Distribution Bande-Annonce,454 568,,,,,,,,,,,,,,,,,,,,,,
2143,3 La Princesse De Montpensier Tamasa Distribution Bande-Annonce,290 136,,,,,,,,,,,,,,,,,,,,,,
2144,6 Jackass 3D Paramount Pictures France Bande-Annonce,192 469,,,,,,,,,,,,,,,,,,,,,,
2145,8 Buried Rezo Films Bande-Annonce,139 252,,,,,,,,,,,,,,,,,,,,,,
2146,4 Il Reste Du Jambon ? Gaumont Distribution Bande-Annonce,408 490,,,,,,,,,,,,,,,,,,,,,,
2147,5 Le Royaume De Ga'Hoole - La Légende Des Gardiens Warner Bros. France Bande-Annonce,324 593,,,,,,,,,,,,,,,,,,,,,,
2148,6 Very Bad Cops Sony Pictures Releasing France Bande-Annonce,319 447,,,,,,,,,,,,,,,,,,,,,,
2149,7 The American Mars Films Bande-Annonce,308 290,,,,,,,,,,,,,,,,,,,,,,
2150,1 Les Petits Mouchoirs Europacorp Distribution Bande-Annonce,1 369 812,,,,,,,,,,,,,,,,,,,,,,
2151,5 Paranormal Activity 2 Paramount Pictures France Bande-Annonce,377 068,,,,,,,,,,,,,,,,,,,,,,
2152,8 Alpha & Omega - 3D Metropolitan Filmexport Bande-Annonce,157 415,,,,,,,,,,,,,,,,,,,,,,
2153,10 Biutiful Arp Sélection Bande-Annonce,120 923,,,,,,,,,,,,,,,,,,,,,,
2154,1 Arthur 3 La Guerre Des Deux Mondes Europacorp Distribution Bande-Annonce,750 950,,,,,,,,,,,,,,,,,,,,,,
2155,2 The Social Network Sony Pictures Releasing France Bande-Annonce,484 432,,,,,,,,,,,,,,,,,,,,,,
2156,5 Elle S'Appelait Sarah Ugc Distribution Bande-Annonce,255 461,,,,,,,,,,,,,,,,,,,,,,
2157,"1 Moi, Moche Et Méchant Universal Pictures International France Bande-Annonce",624 640,,,,,,,,,,,,,,,,,,,,,,
2158,2 Vous Allez Rencontrer Un Bel Et Sombre Inconnu Warner Bros. France Bande-Annonce,337 498,,,,,,,,,,,,,,,,,,,,,,
2159,9 Laisse-Moi Entrer Metropolitan Filmexport Bande-Annonce,64 832,,,,,,,,,,,,,,,,,,,,,,
2160,2 Wall Street : L'Argent Ne Dort Jamais Twentieth Century Fox France Bande-Annonce,292 351,,,,,,,,,,,,,,,,,,,,,,
2161,"6 Ao, Le Dernier Néandertal Ugc Distribution Bande-Annonce",134 591,,,,,,,,,,,,,,,,,,,,,,
2162,7 Trop Loin Pour Toi Warner Bros. France Bande-Annonce,125 234,,,,,,,,,,,,,,,,,,,,,,
2163,10 Les Amours Imaginaires Mk2 Diffusion Bande-Annonce,60 964,,,,,,,,,,,,,,,,,,,,,,
